,Text,Author
1494,"Peeta raises his eyebrows as if this is news. But after watching him lie so smoothly, I don’t",SC
5707,"“Snape’s,” said Harry. “What do we have to do?”",JR
4032,“Merry Christmas!”,JR
5326,"Fluffy, and it was either Snape or Voldemort under that cloak—it must’ve been easy, once he’d",JR
3843,“But Snape’s trying to stealit.”,JR
1124,why’d he go?,JR
3127,"Quirrell told us about, and used it on you.”",JR
3741,"“Do what?” says Rue, but by the way she bounces up, you can tell she’s up for whatever I",SC
2491,"“Well, my gran brought me up and she’s a witch,” said Neville, “but the family thought I was",JR
931,"“True, I haven’t introduced meself. Rubeus Hagrid, Keeper of Keys and Grounds at",JR
1668,never get such good results with another wizard’s wand.”,JR
1155,grateful for it. I’ve read those letters and he needs all sorts of rubbish—spell books and wands,JR
5989,"My head snaps from side to side as I examine the pack, taking in the various sizes and colors.",SC
2158,famous games he’d been to with his brothers and the broomstick he’d like to get if he had the,JR
1797,"Getting desperate, Harry asked for the train that left at eleven o’clock, but the guard said",JR
6678,"“No. I mean, I couldn’t even talk to him in the arena, could I?” I stammer.",SC
1136,"easy to come by? What do they do all day, these people in the Capitol, besides decorating their",SC
5173,Potions.”,JR
2711,"calling the names and looked up at the class. His eyes were black like Hagrid’s, but they had",JR
1738,that they have no fear of one another and consider the rest of us beneath notice. Most of the,SC
5024,"more ominous versions of themselves to take their places. I don’t try anything tricky, like",SC
4099,"find out who Flamel was. He set off, drawing the Invisibility Cloak tight around him as he",JR
1478,"bombs. They show it on television occasionally, just to remind us. “Or why they would leave",SC
932,Hogwarts.”,JR
4877,"“Each of you will find that something in a backpack, marked with your district number, at the",SC
1644,"Mr. Ollivander touched the lightning scar on Harry’s forehead with a long, white finger.",JR
3883,pyramid easily enough — I’m a good enough shot to get it through those openings in the net,SC
3503,the troll’s nostrils.,JR
2596,still hasn’t fully healed from a few days ago. Soon the taste of blood fills my mouth.,SC
3705,"Besides, I’m distracted by my latest idea about the Careers and their supplies. Somehow Rue",SC
3362,"she tipped me off, it only seems fair to warn her. Besides, if I’m going to die today, it’s Rue I",SC
3519,"during prep time in the Capitol is gone, plus several more pounds as well. My hip bones and",SC
656,"arms I don’t hesitate to go into them. His body is familiar to me — the way it moves, the smell",SC
3446,shock on Peeta’s face makes no sense to me. I wait for the blow. Instead his arm drops to his,SC
2367,I make sure to veer into a car that does not contain Peeta. The crowd slows our entourages of,SC
6691,"we’re pulling into District 12. He gives me a nod, his face expressionless.",SC
1587,"noticed. Second, that he’s talking me up. “What are you doing?” I ask him suspiciously.",SC
4458,He must have moved on. Somewhere farther down.,SC
3177,mother to help him. The district doctor who’s responsible for treating the miners had written,SC
1343,"In fact, Harry had the most peculiar feeling that only he and Hagrid could see it. Before he",JR
1540,"“Oh,” said the boy, “I’ve heard of him. He’s a sort of servant, isn’t he?”",JR
3883,"“Hi, Hagrid, want any help?” Ron asked, sticking his head through the branches.",JR
1324,"“If yeh know where to go,” said Hagrid.",JR
6086,"“Oh, good,” said Harry. “Who is it?”",JR
4373,"Peeta, who’s been wounded, is now my ally. Whatever doubts I’ve had about him dissipate",SC
3234,It looked as though Harry had found out where the grubby little package from vault seven,JR
2579,for running.,SC
4469,white teeth as he laughs.,SC
363,“What did you say?” his aunt snapped through the door.,JR
2403,the urn.,SC
5781,"Peeta resists. “I can’t climb like you, Katniss, especially with my leg, and I don’t think I could",SC
4273,"“Yes and no,” said Dumbledore quietly. “It shows us nothing more or less than the deepest,",JR
4735,it a lullaby.”,JR
483,must have caught him in mid-jump.,JR
397,"room. Dudley, meanwhile, was counting his presents. His face fell.",JR
2353,I allow my eyes to flicker up to the screen long enough to see that the blush on my cheeks is,SC
6581,in close to him.,SC
3792,"“What are you doing?” moaned Ron, gray faced.",JR
5470,"“We had to, Neville, no time to explain,” said Harry.",JR
867,"The woods became our savior, and each day I went a bit farther into its arms. It was slow-",SC
3735,"“Not sure. There’s a marshy area over that way. Some kind of waterbird,” she says.",SC
3137,by.,JR
4577,"Harry, who was looking up “Dittany” in One Thousand Magical Herbs and Fungi,didn’t look up",JR
1661,wand arm?”,JR
2440,"Albus Dumbledore had gotten to his feet. He was beaming at the students, his arms opened",JR
1177,"shows up, dressed in an identical costume. He should know about fire, being a baker’s son",SC
2266,What? What did he say? It’s as if the words make no sense.,SC
2159,"Cinna dismisses the team and has me move around in the dress and shoes, which are",SC
3190,"“Don’t mess with me, Peeves, now where did they go?”",JR
3013,"the heat. every step is an effort, but I refuse to stop. I refuse to sit down. If I sit, there’s a",SC
5243,I don’t want Cato to kill Thresh at all. I don’t want anyone else to die. But this is absolutely,SC
4729,"“Well, there’s more swelling, but the pus is gone,” I say in an unsteady voice.",SC
3934,"now, the Careers have probably begun to suspect some sort of trick. Time is running out.",SC
3781,"special little song I do,” says Rue. She opens her mouth and sings a little four-note run in a",SC
5268,"sick off spoiled food,” I say, dividing the food into two equal piles. We try and eat slowly, but",SC
1921,yards. One almost landed on my foot.”,SC
461,But Uncle Vernon didn’t believe him. No one ever did.,JR
965,I realize I detest Haymitch. No wonder the District 12 tributes never stand a chance. It isn’t,SC
5667,"huddle of limp black players slumped along the wall. Twice, Ron only just noticed in time that",JR
4706,trying to reason with him.,JR
1809,Even as I pull back on the bow I know something is wrong. The string’s tighter than the one I,SC
97,"wondered. Trying to pull himself together, he let himself into the house. He was still",JR
5204,him.,JR
4747,"to spice it up a little. Before long, I discover a tuft of chives growing at the base of some",SC
2931,“I think I’ll leave it somewhere for Longbottom to find—how about—up a tree?”,JR
2488,"him noticing me; he wouldn’t hear me over the din, But the night air’s so sweet, I can’t bear",SC
5893,"perched, waiting to save my life. Tracker jackers. Glimmer’s bloated body. The terrifying",SC
188,"eligible for the reaping the day you turn twelve. That year, your name is entered once. At",SC
5511,"“They must have fired the cannon during the thunder and we missed it,” says Peeta.",SC
1204,"newspaper on top of Hagrid, who didn’t wake up. The owl then fluttered onto the floor and",JR
4983,"“That’s why yer late, is it?” said Hagrid, frowning at Filch. “Bin lecturin’ them, eh? ’Snot your",JR
1324,city at my command. You need only whisper a type of food from a gigantic menu into a,SC
2314,"Professor McGonagall had returned. One by one, the ghosts floated away through the",JR
3095,"win the house cup, and you’ll lose all the points I got from Professor McGonagall for knowing",JR
72,"changed his mind. He put the receiver back down and stroked his mustache, thinking… no, he",JR
1700,"When he realizes I know something about snares, he shows us a simple, excellent trap that",SC
1954,shallow ponds harvesting Katniss. The only meat I’d shot was a squirrel that had practically,SC
4456,and say his name in a hushed voice. “Peeta! Peeta!” Then a mockingjay lands on a scruffy tree,SC
6134,Ron went purple in the face; he looked like a radish with a bad sunburn.,JR
822,"“’Scuse me, but is one of you Mr. H. Potter? Only I got about an ’undred of these at the front",JR
3143,"follow him as quickly as possible; they scurried silently toward the door, away from Filch’s",JR
5599,"They watched the birds soaring overhead, glittering— glittering?",JR
1712,"always drags me over to admire them, although we’d never be able to afford one. There’s",SC
2083,says Haymitch. “Delight me.”,SC
2897,"brooms, like horses, could tell when you were afraid, thought Harry; there was a quaver in",JR
1741,the meals.,SC
2112,"myself sick, and then taking out my anger at Haymitch, at the Hunger Games, at every living",SC
5186,"My eyes open and the sense of security vanishes. I’m not home, not with my mother. I’m in a",SC
6649,Seam. Hunts in the woods. Trades in the Hob. I stare in the mirror as I try to remember who I,SC
269,“Hagrid’s bringing him.”,JR
583,"coming to take him away, but it had never happened; the Dursleys were his only family. Yet",JR
250,"door. This evening, officials will come around and check to see if this is the case. If not, you’ll",SC
3229,"Ron stared after her, his mouth open.",JR
144,"Tonight. After the reaping, everyone is supposed to celebrate. And a lot of people do, out of",SC
3546,"build a small fire to cook the meat, betting that dusk will help conceal the smoke and I can",SC
3831,"there, the black-and-white flash of a mockingjay wing in the branches high over my head.",SC
2578,“Password?” she said.,JR
6377,"Peeta? No, it’s not about Peeta. It’s about the Capitol and the Gamemakers and the audience.",SC
2318,"before a kill. When I speak, my voice seems to have dropped an octave. “I swore I would.”",SC
4173,"Sing? I think. Sing what? I do know a few songs. Believe it or not, there was once music in my",SC
3207,garment that comes just to the bottom of my ribs. But the hood’s intact and it’s far better than,SC
5863,Quirrell cursed again.,JR
434,"“You could just leave me here,” Harry put in hopefully (he’d be able to watch what he wanted",JR
2733,"Hermione stretched her hand as high into the air as it would go without her leaving her seat,",JR
4317,they replay the highlights of the Games on a screen over the stage where we did our,SC
5687,The white king took off his crown and threw it at Harry’s feet. They had won. The chessmen,JR
4901,“What am I supposed to do? Sit here and watch you die?” I say. He must know that’s not an,SC
4577,"“No. Shut up and eat your pears,” I say.",SC
2524,“First years should note that the forest on the grounds is forbidden to all pupils. And a few of,JR
1786,"“Well, there you are, boy. Platform nine—platform ten. Your platform should be somewhere in",JR
2672,he went.,JR
1999,or Voldemort—”,JR
4863,"you took her place in the reaping,” says Peeta drily.",SC
1592,nothing.”,SC
1754,Uncle Vernon grunted again.,JR
4000,It’s that quick. The death of the boy from District 3.,SC
5286,"and quicksand,” Peeta says. “There could be anything in there.”",SC
2049,"hawk, smacking my hands and yelling, “Not above the ankle!” When I finally conquer walking,",SC
3271,"“It’s not any old broomstick,” he said, “it’s a Nimbus Two Thousand. What did you say you’ve",JR
2899,"Madam Hooch then showed them how to mount their brooms without sliding off the end, and",JR
2322,students were sitting. These tables were laid with glittering golden plates and goblets. At the,JR
2653,"the pile, toward the bow. When suddenly I notice Peeta, he’s about five tributes to my right,",SC
5254,time to fret about what Snape or anyone else might be up to.,JR
1023,and threw the owl out into the storm. Then he came back and sat down as though this was as,JR
287,"thirteen districts, which brought peace and prosperity to its citizens. Then came the Dark",SC
5169,silence for so long that Harry thought Firenze didn’t want to talk to him anymore. They were,JR
2298,him to his doom.,JR
6200,“Busy year?” she said.,JR
1014,"inside, but outside it’s as if night has fallen again. I realize we must be in the tunnel that runs",SC
3629,"Harry tried to shut the door quietly, but—",JR
2224,since so many people die early. You see an elderly person you want to congratulate them on,SC
554,back with howls of horror.,JR
2776,"hovercraft. The anthem fades out and the sky goes dark for a moment. At home, we would be",SC
388,"holding betting slips, the ones who are usually beyond caring. Possibly because they know me",SC
6546,"Despite Haymitch’s running interference, I’m determined to see Peeta privately. After I toss",SC
96,"black hair, olive skin, we even have the same gray eyes. But we’re not related, at least not",SC
4826,"“Well, look fast. She goes to the butcher soon. Hardly anyone will buy her milk, and then they",SC
1172,Hagrid looked down at his umbrella and stroked his beard.,JR
6074,business — Peeta may end up losing his leg — but when I weigh this against him losing his,SC
5483,did it?”,SC
2610,me. He taps his fingers under his chin. Head high.,SC
3003,"being expelled, and some of the feeling started coming back to his legs.",JR
3168,rattled and something came shooting out of a classroom in front of them.,JR
1544,"“I think he’s brilliant,” said Harry coldly.",JR
891,4. THE KEEPER OF THE KEYS,JR
4965,"The moon was bright, but clouds scudding across it kept throwing them into darkness. Ahead,",JR
5927,He blinked. It wasn’t the Snitch at all. It was a pair of glasses. How strange.,JR
4538,from the kitchens.”,JR
382,"could remember, and the first question he could ever remember asking his Aunt Petunia was",JR
5625,"into the lock and turned—it worked. The moment the lock had clicked open, the key took",JR
5707,“I whistled. Why didn’t you whistle back?” I snap at him.,SC
5308,“Or what?” I ask.,SC
310,"letter out of his cloak, tucked it inside Harry’s blankets, and then came back to the other two.",JR
6156,"to his feet. Then he’s moving toward me, as if in slow motion, his hand is pulling the knife",SC
4739,idea though. Maybe I won’t need to light a fire.,SC
4915,to people. He’s like listening to Haymitch before the alcohol has soaked him into incoherence.,SC
5598,"“These birds… they can’t be here just for decoration,” said Hermione.",JR
5531,lot of effort to swallow. “It also means Cato will be back hunting us.”,SC
5956,my arrow down the throat of the first mutt that places its paws on the metal. As it dies the,SC
1879,"to look at me. They were singing some kind of drinking song, I think. So, I threw around some",SC
3970,knew them so well he never had trouble getting them to do what he wanted.,JR
3462,"And then they heard it—a low grunting, and the shuffling footfalls of gigantic feet. Ron",JR
4524,“I—I don’t know what you—”,JR
2760,"Still, I walk another five minutes before making camp.",SC
5396,"“I’m sorry, Harry!” she wailed. “Snape came out and asked me what I was doing, so I said I",JR
3278,"“Potter’s been sent a broomstick, Professor,” said Malfoy quickly.",JR
1049,they died in a car crash!”,JR
1874,"The adults begin some chitchat about the weather forecast, and I let my eyes meet Peeta’s. He",SC
5634,"“Keep an eye out,” I say. “Stay on the rocks as much as possible, no sense in leaving him",SC
4112,hand . . . this is the most relaxed I’ve been since I’ve entered the arena. If only Rue would,SC
458,"faces, the hopelessness that curled their shoulders forward. I could never let that happen to",SC
2935,continue to hide my emotions. But what a good time Claudius Templesmith must be having,SC
5188,"life, awaiting their chance?”",JR
5596,even when Hermione tried her Alohomora charm.,JR
4559,"Hermione, however, had more on her mind than the Sorcerer’s Stone. She had started",JR
6014,arrow ends up taking out a mutt that can only be Thresh. Who else could jump so high? I feel,SC
2157,"“Twirl for me,” he says. I hold out my arms and spin in a circle. The prep team screams in",SC
5269,we’re both so hungry were done in a couple of minutes. My stomach is in no way satisfied.,SC
6591,"“But, Katniss, what a ride for you. I think the real excitement for the audience was watching",SC
1038,"my dratted sister being what she was? Oh, she got a letter just like that and disappeared off",JR
5760,"well. If he’s chasing us or something, we can act like we accidentally drop the pouch and if he",SC
213,"Voldemort,was frightened of.”",JR
1379,"of. It must be the hair,” I say.",SC
2925,"I’m glad for the cameras now. I want sponsors to see I can hunt, that I’m a good bet because I",SC
4208,"“Look in it properly, go on, stand where I am.”",JR
878,"first batch of grain and oil in Prim’s toy wagon. On the eighth of every month, I was entitled to",SC
6480,"Caesar Flickerman makes a few more jokes, and then it’s time for the show. This will last",SC
4286,however.”,JR
347,"twelve-year-old gets chosen because no one thinks this is fair. And then I see her, the blood",SC
1809,"Harry swung round. The speaker was a plump woman who was talking to four boys, all with",JR
1735,6. THE JOURNEY FROM PLATFORM NINE AND THREE QUARTERS,JR
6441,"These are questions to be unraveled back home, in the peace and quiet of the woods, when no",SC
4020,"The first thing I do is dig out my own glasses and put them on, which relaxes me a little, to",SC
4403,after it! Anyonewould want it.”,JR
1903,"“Well, they’ve already promised to do that to us any way,” says Peeta.",SC
964,we reach the Capitol.,SC
1732,"See yeh soon, Harry.”",JR
4097,Check over my bow and remaining nine arrows. Test my left ear repeatedly for signs of life by,SC
3237,Malfoy couldn’t believe his eyes when he saw that Harry and Ron were still at Hogwarts the,JR
4874,"like hours. Harry couldn’t think of anything to say to comfort him. He knew Neville, like",JR
3269,"on his face. “You’ll be in for it this time, Potter, first years aren’t allowed them.”",JR
4161,"her, staring helplessly at the embedded weapon. There’s no point in comforting words, in",SC
4465,"I’m certain it was real and very close at hand, too. “Peeta?” I creep along the bank.",SC
498,matter if it was in a dream or even a cartoon—they seemed to think he might get dangerous,JR
168,"Like me. Since neither of us really has a group of friends, we seem to end up together a lot at",SC
6184,and painfully while the cameras broadcast it to every screen in the country.,SC
5096,"They heard him crashing away through the undergrowth and stood looking at each other, very",JR
5233,"In years to come, Harry would never quite remember how he had managed to get through his",JR
3268,keep from moaning. The heat of the bag’s too much for my leg. I cut a slash in the fabric and,SC
2421,Haymitch.,SC
2231,to business.,SC
940,"The giant sat back down on the sofa, which sagged under his weight, and began taking all",JR
260,day in the future—there will be books written about Harry—every child in our world will know,JR
2520,"“A little. Only . . . no offense, but who cares, Peeta?” I say.",SC
2500,"On Harry’s other side, Percy Weasley and Hermione were talking about lessons (“I dohope",JR
6372,the Games.,SC
1418,we might be under surveillance here. “Can we just go up?”,SC
2653,her first class.,JR
1178,letters to yeh an’ stuff—one o’ the reasons I was so keen ter take on the job—”,JR
1718,"inaccessible cakes, the praise of the camouflage expert — annoys me.",SC
6311,"superiority, especially when she knows this will be on tape, but I don’t care. I run for them",SC
4055,"she’s heard something, not me, because her head turns away, toward the drop-off, and she",SC
370,beneath all Dudley’s birthday presents. It looked as though Dudley had gotten the new,JR
2489,The others laughed.,JR
4361,"the box Hermione had given him for Christmas. He gave it to Neville, who looked as though",JR
1647,was going out into the world to do…”,JR
1980,"Gale’s eyes fastened on the bow. “Can I see that?” I handed it over. “Just remember, stealing’s",SC
4944,He pulled a map of Jupiter toward him and started to learn the names of its moons.,JR
4031,sharing it with anyone else yet.,JR
6178,"not to use magic over the holidays (“I always hope they’ll forget to give us these,” said Fred",JR
2466,"reminder of who I am to the audience. Katniss, the girl who was on fire. Perhaps it will give",SC
226,"“What they’re saying,”she pressed on, “is that last night Voldemort turned up in Godric’s",JR
2346,"of wit and learning,Will always find their kind;Or perhaps in SlytherinYou’ll make your real",JR
3758,"Thresh could kill him easily,” says Rue.",SC
3217,"than a minute head start. Evening has begun to fall. The moment I awake, I’m up and running,",SC
146,"their shutters, lock their doors, and try to figure out how they will survive the painful weeks",SC
574,fingers over the fabric repeatedly. It helps to calm me as I try to prepare for the next hour.,SC
1562,"the roll I have just taken from the basket over and over in my hands, but my appetite is gone.",SC
3606,"“I’d have thought, in District Eleven, you’d have a bit more to eat than us. You know, since you",SC
3784,"over and over, with him only just managing to hold on. Then the whole crowd gasped. Harry’s",JR
1965,Harry pulled back his bangs to show the lightning scar. Ron stared.,JR
2149,"“Yes,” says Cinna. “Open them.”",SC
2964,"Professor McGonagall was almost speechless with shock, and her glasses flashed furiously, “—",JR
5605,rice and hand a heaping plate to him. “All this?”,SC
4750,"“We’ve got the Invisibility Cloak,” said Harry. “It shouldn’t be too difficult—I think the cloaks",JR
5467,I know the audience will enjoy our having fun at Haymitch’s expense. He has been around so,SC
1040,him this morning when apparently the nice-guy approach had failed. And now the waving at,SC
4406,"Peeta now. Tomorrow, you’ll find him.",SC
6696,"feelings for him, it doesn’t matter because I’ll never be able to afford the kind of love that",SC
906,balance out.,SC
2303,"The cameras are right on the Gamemakers, who are chuckling and nodding.",SC
3105,They hadn’t even reached the end of the corridor when Hermione caught up with them.,JR
4858,"Mr. Potter, I thought Gryffindor meant more to you than this. All three of you will receive",JR
6187,"my wrist. “No, I won’t let you.”",SC
4658,while. I can’t very well leave Peeta unguarded on the ground. I left the scene of his last hiding,SC
3797,“What should we do?”,JR
5999,"“Your mother died to save you. If there is one thing Voldemort cannot understand, it is love.",JR
4626,"Hermione went on. “We wondered who Dumbledore had trusted enough to help him, apart",JR
2303,"back wall. Pearly white and slightly transparent, they glided across the room talking to one",JR
5136,"“Are you all right?” said the centaur, pulling Harry to his feet.",JR
3031,"“Well done,” said George in a low voice. “Wood told us. We’re on the team too—Beaters.”",JR
3579,beaverskin boots.,JR
2477,"The more anxious I am to find sleep, the more it eludes me. Finally, I am too restless to even",SC
5553,"“Oh, good,” I say, immediately taking a huge bite. The strong fatty cheese tastes just like the",SC
4608,"Muggles who’ve spotted them, to make them forget.”",JR
3324,"“The Chasers throw the Quaffle and put it through the hoops to score,” Harry recited. “So—",JR
1784,and wheeled it into the station for him. Harry thought this was strangely kind until Uncle,JR
493,"desperate enough to eat. Unfortunately, the bins had just been emptied.",SC
4644,"“Well, that’s something,” Harry muttered to the others. “Hagrid, can we have a window open?",JR
1582,"“Years an’ years ago,” said Hagrid.",JR
4468,unmistakably blue in the brown mud and green leaves. I gasp and am rewarded with a hint of,SC
5876,I nod. It’s funny. I feel almost as if it’s the first day of the Games again. That I’m in the same,SC
2502,"you know, turning something into something else, of course, it’s supposed to be very difficult”;",JR
2884,in the distance.,JR
4912,bad.,SC
505,"grumbling, but he must have been watching me as I made my way behind the pen that held",SC
6085,"“Don’t you believe it,” he says, pulling up my hood, but he’s shaking harder than I am.",SC
4379,“I never thought to look in here!” she whispered excitedly. “I got this out of the library weeks,JR
5178,The sound of rain drumming on the roof of our house gently pulls me toward consciousness. I,SC
2651,Professor McGonagall was again different. Harry had been quite right to think she wasn’t a,JR
5834,"Despite the fatigue in my body, my mind’s alert, so I let Peeta sleep long past our usual",SC
2084,“Fine!” I snarl. Haymitch takes the role of the interviewer and I try to answer his questions in,SC
5,"normal, thank you very much. They were the last people you’d expect to be involved in",JR
5602,empty stomachs to give us an edge?”,SC
1358,"contracting with anxiety and guilt at the sight of her, and while I can’t pull it up, I know some",SC
1265,kind of spray from a canister.,SC
4310,"the other two, because Quidditch practice had started again.",JR
5565,“So light a fire!” Harry choked.,JR
652,"at it, his heart twanging like a giant elastic band. No one, ever, in his whole life, had written",JR
6113,Slytherin’s winning the house cup for the seventh year in a row. A huge banner showing the,JR
2852,“Then where’s the cannon?”,SC
1238,“Goblins?”,JR
420,"birthday, his parents took him and a friend out for the day, to adventure parks, hamburger",JR
6006,"cry out, feel the yank on his body, the heavy weight of boy and mutt pulling me over the side.",SC
3624,peered inside—and a horrible scene met his eyes.,JR
3431,"make sense because I’m still in the picture, still fighting for the arrows. I lurch back onto my",SC
353,“Prim!” I don’t need to shove through the crowd. The other kids make way immediately,SC
1932,"comes up, expecting the worst. Then they’re flashing the number eleven on the screen.",SC
1435,"wonder if we’re supposed to be up here now, so late and alone. I’ve never seen tributes on the",SC
2589,once.,JR
2141,Harry was wondering what a wizard did once he’d finished school.,JR
3719,"“But it isn’t the same as bein’ in the crowd. No sign of the Snitch yet, eh?”",JR
5452,all.,SC
4977,"them werewolves before you got in trouble, shouldn’t you?”",JR
4985,"with an important event like the feast, school will probably be canceled. My family can either",SC
247,"Instead we drink milk from Prim’s goat, Lady, and eat the rough bread made from the tessera",SC
3252,"when he gets back to his feet, swearing like a fiend.",SC
3823,"“He didn’t catchit, he nearly swallowedit,” Flint was still howling twenty minutes later, but it",JR
2862,"Harry hadn’t had a single letter since Hagrid’s note, something that Malfoy had been quick to",JR
4438,"“The whole school’s out there!” said Fred Weasley, peering out of the door. “Even—blimey—",JR
4334,and Ron thought was very good for her.,JR
2807,"spark and a small fire begins to bloom. A pair of hands warms over flames, but I can’t make",SC
2443,would like to say a few words. And here they are: Nitwit! Blubber! Oddment! Tweak!,JR
872,kept us alive.,SC
4575,longingly out of the library window. It was the first really fine day they’d had in months. The,JR
5242,"them turn a mouse into a snuffbox—points were given for how pretty the snuffbox was, but",JR
4523,the bottles of water have disguised the fact that he’s burning with fever. I dig through the,SC
601,"house every single day. Piers, Dennis, Malcolm, and Gordon were all big and stupid, but as",JR
6060,“So what happened to you two?” said Harry.,JR
5823,and I am weak—”,JR
1986,"Everyone expects me to do as well as the others, but if I do, it’s no big deal, because they did",JR
99,"Mrs. Dursley had had a nice, normal day. She told him over dinner all about Mrs. Next Door’s",JR
731,"birds, exclusively male, that were released into regions where the Capitol’s enemies were",SC
4074,"After a meal of turkey sandwiches, crumpets, trifle, and Christmas cake, everyone felt too full",JR
2558,then to the wilderness beyond. This is what birds see. Only they’re free and safe. The very,SC
6493,"but a disproportionate amount of time is spent on us, right from the beginning. I’m glad",SC
3900,"“Come on, cheer up, it’s nearly Christmas,” said Hagrid. “Tell yeh what, come with me an’ see",JR
5692,"“We’ve had Sprout’s, that was the Devil’s Snare; Flitwick must’ve put charms on the keys;",JR
5192,die.”,JR
2267,They followed Professor McGonagall across the flagged stone floor. Harry could hear the,JR
4598,“Dragons!” he whispered. “Hagrid was looking up stuff about dragons! Look at these: Dragon,JR
3505,"any second, the troll was going to rip him off or catch him a terrible blow with the club.",JR
83,"being almost knocked to the ground. On the contrary, his face split into a wide smile and he",JR
1161,under the greatest headmaster Hogwarts ever had Albus Dumbled—”,JR
870,"that sprung up beneath my feet. Plants are tricky. Many are edible, but one false mouthful and",SC
1790,"Gamemakers. District by district, first the boy, then the girl tribute. As usual, District 12 is",SC
4111,"Dangling up in the tree, with the sun warming me, a mouthful of mint, my bow and arrows at",SC
4162,telling her she’ll be all right. She’s no fool. Her hand reaches out and I clutch it like a lifeline.,SC
1338,Haymitch shows up just as dinner is being served. It looks as if he’s had his own stylist,SC
2083,"“Sorry,” he said, “but have you seen a toad at all?”",JR
1112,life.,SC
1106,"clever fingers,” he says.",SC
5804,"“This mirror is the key to finding the Stone,” Quirrell murmured, tapping his way around the",JR
4932,"Peeta out for a full day, but what good is that? I’m so furious I’m about to throw Haymitch’s",SC
6566,you faring?”,SC
5488,"“Peeves,” he said, in a hoarse whisper, “the Bloody Baron has his own reasons for being",JR
5966,"on their back legs giving them an eerily human quality. Each has a thick coat, some with fur",SC
6259,steps the redheaded Avox girl carrying a tray. The sight of her calms me and I stop trying to,SC
3563,“Can you?” I ask. “How?”,SC
4183,brothers and everyone.”,JR
2744,"A few people laughed; Harry caught Seamus’s eye, and Seamus winked. Snape, however, was",JR
4997,"Malfoy didn’t move. He looked at Hagrid furiously, but then dropped his gaze.",JR
2367,"“HUFFLEPUFF!” shouted the hat again, and Susan scuttled off to sit next to Hannah.",JR
3488,against the wall.,JR
4095,“Who’s there?” squawked the Fat Lady. Harry said nothing. He walked quickly down the,JR
1476,All Harry’s—it was incredible. The Dursleys couldn’t have known about this or they’d have,JR
2622,"golden horn shaped like a cone with a curved tail, the mouth of which is at least twenty feet",SC
852,way out at sea. Perched on top of the rock was the most miserable little shack you could,JR
3778,"carry messages for me,” she says.",SC
520,"The boy never even glanced my way, but I was watching him. Because of the bread, because",SC
6116,once. He slipped into a seat between Ron and Hermione at the Gryffindor table and tried to,JR
6021,in his calf.,SC
4705,"and Hermione very nervous. They spent most of their free time in Hagrid’s darkened hut,",JR
1864,the train. He put Hedwig inside first and then started to shove and heave his trunk toward the,JR
458,"warning you now, boy—any funny business, anything at all—and you’ll be in that cupboard",JR
1894,and I feel like a ton of coal has dropped on me.,SC
143,"tonight,” he says.",SC
444,anything he wanted.,JR
3943,"“Nothing,” said Harry.",JR
2996,the two boys.,JR
2195,"the occasion. I avoid Haymitch, but accept Effie’s compliments. Effie can be tiresome and",SC
3668,"want the audience to know what I’m planning to tell her about Peeta. Taking a cue from me,",SC
1333,Portia have already proven how valuable they are.,SC
2588,"Harry was going to ask Ron if he’d had any of the treacle tart, but he fell asleep almost at",JR
3481,up the side of a honeysuckle bush.,SC
3276,"Before Ron could answer, Professor Flitwick appeared at Malfoy’s elbow.",JR
5290,"“Why?” panted Hermione, hurrying to keep up.",JR
1858,"“Oh, Neville,”he heard the old woman sigh.",JR
4294,quite a personal question.,JR
4960,"at the feast, District 12 isn’t likely to have a victor.",SC
5839,"Stone before Quirrell does. So if I look in the mirror, I should see myseff finding it—which",JR
3182,"“This is it!” Ron moaned, as they pushed helplessly at the door, “We’re done for! This is the",JR
2058,"think of yourself among friends,” says Effie.",SC
3387,tracker jackers takes to the air.,SC
4059,"admiral’s hat and several live, white mice. Up at the High Table, Dumbledore had swapped his",JR
4990,"“Yeh are if yeh want ter stay at Hogwarts,” said Hagrid fiercely. “Yeh’ve done wrong an’ now",JR
4038,and warm.”,JR
4830,"toward us. “Lucky thing you showed up,” said the Goat Man when she arrived. “Girl’s got her",SC
6373,This is a very calculated look. Nothing Cinna designs is arbitrary. I bite my lip trying to figure,SC
1951,"of the window, pretending he hadn’t looked. Harry saw he still had a black mark on his nose.",JR
39,"Inside the woods they roam freely, and there are added concerns like venomous snakes, rabid",SC
4899,"practice, and if they had to speak about him, they called him “the Seeker.”",JR
2531,"“And finally, I must tell you that this year, the third floor corridor on the right hand side is out",JR
2205,He says Malfoy’s father didn’t need an excuse to go over to the Dark Side.” He turned to,JR
2055,"Harry turned the card back over and saw, to his astonishment, that Dumbledore’s face had",JR
5868,"“Maybe the ponds still have some,” I say hopefully.",SC
3873,"impressed at the way Harry had managed to stay on his bucking broomstick. So Malfoy,",JR
1742,It’s not easy to find a topic. Talking of home is painful. Talking of the present unbearable. One,SC
2126,"Hermione. “Do either of you know what house you’ll be in? I’ve been asking around, and I",JR
2482,"When everyone had eaten as much as they could, the remains of the food faded from the",JR
4861,"“Well, I knew that goat would be a little gold mine,” 1 say.",SC
4537,"you in the common room, we’re having a party, Fred and George stole some cakes and stuff",JR
2746,"“Sit down,” he snapped at Hermione. “For your information, Potter, asphodel and wormwood",JR
6071,"know. I reckon he had a pretty good idea we were going to try, and instead of stopping us, he",JR
